LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,SYSTEM_NAME,SCHOOL_NAME,FULL_SCHOOL_ID,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,OUTOFFIELD_FTE,OUTOFFIELD_FTE_PCT
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,7610206.0,Teachers,Total,28.0,10.7,38
2017-18,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,7611411.0,Teachers,High Poverty,58.5,7.2,12
2017-18,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,7611411.0,Teachers,Total,58.5,7.2,12
2017-18,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,7615066.0,Teachers,High Poverty,26.0,2.0,8
2017-18,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,7615066.0,Teachers,Total,26.0,2.0,8
2017-18,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,7610604.0,Teachers,High Poverty,36.7,6.2,17
2017-18,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,7610604.0,Teachers,Total,36.7,6.2,17
2017-18,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,7613051.0,Teachers,High Poverty,33.5,4.8,14
2017-18,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,7613051.0,Teachers,Total,33.5,4.8,14
2017-18,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,7615051.0,Teachers,High Poverty,27.6,5.7,21
2017-18,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,7615051.0,Teachers,Total,27.6,5.7,21
2017-18,ATLANTA PUBLIC SCHOOLS,BOLTON ACADEMY,ATLANTA PUBLIC SCHOOLS,BOLTON ACADEMY,7610303.0,Teachers,Total,50.0,6.6,13
2017-18,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,7610315.0,Teachers,High Poverty,83.8,16.3,19
2017-18,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,7610315.0,Teachers,Total,83.8,16.3,19
2017-18,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,7611053.0,Teachers,High Poverty,39.2,4.4,11
2017-18,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,7611053.0,Teachers,Total,39.2,4.4,11
2017-18,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,7612053.0,Teachers,Low Poverty,67.0,0.5,1
2017-18,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,7612053.0,Teachers,Total,67.0,0.5,1
2017-18,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,7610100.0,Teachers,High Poverty,44.1,7.7,18
2017-18,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,7610100.0,Teachers,Total,44.1,7.7,18
2017-18,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,7610180.0,Teachers,High Poverty,54.1,18.0,33
2017-18,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,7610180.0,Teachers,Total,54.1,18.0,33
2017-18,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,7610305.0,Teachers,High Poverty,45.8,6.9,15
2017-18,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,7610305.0,Teachers,Total,45.8,6.9,15
2017-18,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,7611413.0,Teachers,High Poverty,72.7,15.6,21
2017-18,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,7611413.0,Teachers,Total,72.7,15.6,21
2017-18,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,7610196.0,Teachers,High Poverty,37.7,3.4,9
2017-18,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,7610196.0,Teachers,Total,37.7,3.4,9
2017-18,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,7610199.0,Teachers,High Poverty,71.0,19.3,27
2017-18,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,7610199.0,Teachers,Total,71.0,19.3,27
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES DREW CHARTER SCHOOL JA/SA,ATLANTA PUBLIC SCHOOLS,CHARLES DREW CHARTER SCHOOL JA/SA,7610515.0,Teachers,Total,88.5,22.4,25
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,7610201.0,Teachers,Low Poverty,82.0,11.9,15
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,7610201.0,Teachers,Total,82.0,11.9,15
2017-18,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,7614056.0,Teachers,High Poverty,32.8,4.0,12
2017-18,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,7614056.0,Teachers,Total,32.8,4.0,12
2017-18,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,7613057.0,Teachers,High Poverty,36.4,5.1,14
2017-18,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,7613057.0,Teachers,Total,36.4,5.1,14
2017-18,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,7611410.0,Teachers,High Poverty,65.9,13.7,21
2017-18,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,7611410.0,Teachers,Total,65.9,13.7,21
2017-18,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,7612664.0,Teachers,High Poverty,36.8,4.4,12
2017-18,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,7612664.0,Teachers,Total,36.8,4.4,12
2017-18,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,7610304.0,Teachers,High Poverty,55.5,8.3,15
2017-18,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,7610304.0,Teachers,Total,55.5,8.3,15
2017-18,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,7610104.0,Teachers,High Poverty,35.2,3.4,10
2017-18,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,7610104.0,Teachers,Total,35.2,3.4,10
2017-18,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,7614058.0,Teachers,High Poverty,83.8,22.1,26
2017-18,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,7614058.0,Teachers,Total,83.8,22.1,26
2017-18,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,7615558.0,Teachers,High Poverty,30.5,3.6,12
2017-18,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,7615558.0,Teachers,Total,30.5,3.6,12
2017-18,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,7610106.0,Teachers,High Poverty,45.4,10.1,22
2017-18,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,7610106.0,Teachers,Total,45.4,10.1,22
2017-18,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,7615566.0,Teachers,High Poverty,26.5,4.1,16
2017-18,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,7615566.0,Teachers,Total,26.5,4.1,16
2017-18,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,7613059.0,Teachers,High Poverty,35.8,5.2,15
2017-18,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,7613059.0,Teachers,Total,35.8,5.2,15
2017-18,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,7613559.0,Teachers,High Poverty,43.1,2.4,5
2017-18,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,7613559.0,Teachers,Total,43.1,2.4,5
2017-18,ATLANTA PUBLIC SCHOOLS,FINCH ELEMENTARY,ATLANTA PUBLIC SCHOOLS,FINCH ELEMENTARY,7610105.0,Teachers,High Poverty,42.4,4.7,11
2017-18,ATLANTA PUBLIC SCHOOLS,FINCH ELEMENTARY,ATLANTA PUBLIC SCHOOLS,FINCH ELEMENTARY,7610105.0,Teachers,Total,42.4,4.7,11
2017-18,ATLANTA PUBLIC SCHOOLS,GARDEN HILLS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,GARDEN HILLS ELEMENTARY SCHOOL,7611560.0,Teachers,Total,43.5,4.0,9
2017-18,ATLANTA PUBLIC SCHOOLS,GIDEONS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,GIDEONS ELEMENTARY SCHOOL,7612560.0,Teachers,High Poverty,63.0,19.1,30
2017-18,ATLANTA PUBLIC SCHOOLS,GIDEONS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,GIDEONS ELEMENTARY SCHOOL,7612560.0,Teachers,Total,63.0,19.1,30
2017-18,ATLANTA PUBLIC SCHOOLS,GRADY HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,GRADY HIGH SCHOOL,7614560.0,Teachers,Low Poverty,128.7,24.5,19
2017-18,ATLANTA PUBLIC SCHOOLS,GRADY HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,GRADY HIGH SCHOOL,7614560.0,Teachers,Total,128.7,24.5,19
2017-18,ATLANTA PUBLIC SCHOOLS,HARPER-ARCHER MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,HARPER-ARCHER MIDDLE SCHOOL,7610504.0,Teachers,High Poverty,40.6,7.3,18
2017-18,ATLANTA PUBLIC SCHOOLS,HARPER-ARCHER MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,HARPER-ARCHER MIDDLE SCHOOL,7610504.0,Teachers,Total,40.6,7.3,18
2017-18,ATLANTA PUBLIC SCHOOLS,HERITAGE ACADEMY ELEMENTARY,ATLANTA PUBLIC SCHOOLS,HERITAGE ACADEMY ELEMENTARY,7610103.0,Teachers,High Poverty,42.2,6.3,15
2017-18,ATLANTA PUBLIC SCHOOLS,HERITAGE ACADEMY ELEMENTARY,ATLANTA PUBLIC SCHOOLS,HERITAGE ACADEMY ELEMENTARY,7610103.0,Teachers,Total,42.2,6.3,15
2017-18,ATLANTA PUBLIC SCHOOLS,HILLSIDE CONANT SCHOOL,ATLANTA PUBLIC SCHOOLS,HILLSIDE CONANT SCHOOL,7610207.0,Teachers,High Poverty,17.0,6.3,37
2017-18,ATLANTA PUBLIC SCHOOLS,HILLSIDE CONANT SCHOOL,ATLANTA PUBLIC SCHOOLS,HILLSIDE CONANT SCHOOL,7610207.0,Teachers,Total,17.0,6.3,37
2017-18,ATLANTA PUBLIC SCHOOLS,HUMPHRIES ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,HUMPHRIES ELEMENTARY SCHOOL,7615562.0,Teachers,High Poverty,27.1,2.2,8
2017-18,ATLANTA PUBLIC SCHOOLS,HUMPHRIES ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,HUMPHRIES ELEMENTARY SCHOOL,7615562.0,Teachers,Total,27.1,2.2,8
2017-18,ATLANTA PUBLIC SCHOOLS,HUTCHINSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,HUTCHINSON ELEMENTARY SCHOOL,7611063.0,Teachers,High Poverty,41.0,4.9,12
2017-18,ATLANTA PUBLIC SCHOOLS,HUTCHINSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,HUTCHINSON ELEMENTARY SCHOOL,7611063.0,Teachers,Total,41.0,4.9,12
2017-18,ATLANTA PUBLIC SCHOOLS,INMAN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,INMAN MIDDLE SCHOOL,7611563.0,Teachers,Low Poverty,76.0,8.3,11
2017-18,ATLANTA PUBLIC SCHOOLS,INMAN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,INMAN MIDDLE SCHOOL,7611563.0,Teachers,Total,76.0,8.3,11
2017-18,ATLANTA PUBLIC SCHOOLS,JACKSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,JACKSON ELEMENTARY SCHOOL,7612563.0,Teachers,Low Poverty,54.8,7.3,13
2017-18,ATLANTA PUBLIC SCHOOLS,JACKSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,JACKSON ELEMENTARY SCHOOL,7612563.0,Teachers,Total,54.8,7.3,13
2017-18,ATLANTA PUBLIC SCHOOLS,JOHN LEWIS INVICTUS ACADEMY,ATLANTA PUBLIC SCHOOLS,JOHN LEWIS INVICTUS ACADEMY,7611418.0,Teachers,High Poverty,18.9,8.4,44
2017-18,ATLANTA PUBLIC SCHOOLS,JOHN LEWIS INVICTUS ACADEMY,ATLANTA PUBLIC SCHOOLS,JOHN LEWIS INVICTUS ACADEMY,7611418.0,Teachers,Total,18.9,8.4,44
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP ATLANTA COLLEGIATE,ATLANTA PUBLIC SCHOOLS,KIPP ATLANTA COLLEGIATE,7610212.0,Teachers,High Poverty,88.0,27.1,31
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP ATLANTA COLLEGIATE,ATLANTA PUBLIC SCHOOLS,KIPP ATLANTA COLLEGIATE,7610212.0,Teachers,Total,88.0,27.1,31
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP STRIVE PRIMARY,ATLANTA PUBLIC SCHOOLS,KIPP STRIVE PRIMARY,7610213.0,Teachers,High Poverty,34.0,10.1,30
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP STRIVE PRIMARY,ATLANTA PUBLIC SCHOOLS,KIPP STRIVE PRIMARY,7610213.0,Teachers,Total,34.0,10.1,30
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP VISION,ATLANTA PUBLIC SCHOOLS,KIPP VISION,7610122.0,Teachers,High Poverty,27.0,21.5,80
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP VISION,ATLANTA PUBLIC SCHOOLS,KIPP VISION,7610122.0,Teachers,Total,27.0,21.5,80
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP VISION PRIMARY,ATLANTA PUBLIC SCHOOLS,KIPP VISION PRIMARY,7610214.0,Teachers,High Poverty,30.3,12.1,40
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP VISION PRIMARY,ATLANTA PUBLIC SCHOOLS,KIPP VISION PRIMARY,7610214.0,Teachers,Total,30.3,12.1,40
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,ATLANTA PUBLIC SCHOOLS,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,7610605.0,Teachers,High Poverty,30.0,19.4,65
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,ATLANTA PUBLIC SCHOOLS,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,7610605.0,Teachers,Total,30.0,19.4,65
2017-18,ATLANTA PUBLIC SCHOOLS,KIMBERLY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,KIMBERLY ELEMENTARY SCHOOL,7611064.0,Teachers,High Poverty,38.0,3.2,8
2017-18,ATLANTA PUBLIC SCHOOLS,KIMBERLY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,KIMBERLY ELEMENTARY SCHOOL,7611064.0,Teachers,Total,38.0,3.2,8
2017-18,ATLANTA PUBLIC SCHOOLS,KINDEZI,ATLANTA PUBLIC SCHOOLS,KINDEZI,7610123.0,Teachers,High Poverty,59.0,18.7,32
2017-18,ATLANTA PUBLIC SCHOOLS,KINDEZI,ATLANTA PUBLIC SCHOOLS,KINDEZI,7610123.0,Teachers,Total,59.0,18.7,32
2017-18,ATLANTA PUBLIC SCHOOLS,KINDEZI OLD 4TH WARD,ATLANTA PUBLIC SCHOOLS,KINDEZI OLD 4TH WARD,7611417.0,Teachers,High Poverty,78.0,25.1,32
2017-18,ATLANTA PUBLIC SCHOOLS,KINDEZI OLD 4TH WARD,ATLANTA PUBLIC SCHOOLS,KINDEZI OLD 4TH WARD,7611417.0,Teachers,Total,78.0,25.1,32
2017-18,ATLANTA PUBLIC SCHOOLS,KING MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,KING MIDDLE SCHOOL,7610373.0,Teachers,High Poverty,54.2,8.8,16
2017-18,ATLANTA PUBLIC SCHOOLS,KING MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,KING MIDDLE SCHOOL,7610373.0,Teachers,Total,54.2,8.8,16
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP STRIVE ACADEMY,ATLANTA PUBLIC SCHOOLS,KIPP STRIVE ACADEMY,7610115.0,Teachers,Total,31.0,14.3,46
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP WAYS PRIMARY SCHOOL,ATLANTA PUBLIC SCHOOLS,KIPP WAYS PRIMARY SCHOOL,7610215.0,Teachers,High Poverty,36.0,17.1,47
2017-18,ATLANTA PUBLIC SCHOOLS,KIPP WAYS PRIMARY SCHOOL,ATLANTA PUBLIC SCHOOLS,KIPP WAYS PRIMARY SCHOOL,7610215.0,Teachers,Total,36.0,17.1,47
2017-18,ATLANTA PUBLIC SCHOOLS,LIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,LIN ELEMENTARY SCHOOL,7612564.0,Teachers,Low Poverty,43.2,3.1,7
2017-18,ATLANTA PUBLIC SCHOOLS,LIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,LIN ELEMENTARY SCHOOL,7612564.0,Teachers,Total,43.2,3.1,7
2017-18,ATLANTA PUBLIC SCHOOLS,LONG MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,LONG MIDDLE SCHOOL,7610173.0,Teachers,High Poverty,49.8,12.8,26
2017-18,ATLANTA PUBLIC SCHOOLS,LONG MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,LONG MIDDLE SCHOOL,7610173.0,Teachers,Total,49.8,12.8,26
